Otu,Phylum.consensus,Class.consensus,Order.consensus,Family.consensus,Genus.consensus,Phylum-TBAS,Class-TBAS,Order-TBAS,Family-TBAS,Genus-TBAS,Trophic mode,Guild,Phylum.unite,Class.unite,Order.unite,Family.unite,Genus.unite,confidence.unite,Phylum.ncbi,Class.ncbi,Order.ncbi,Family.ncbi,Genus.ncbi
Otu1990,Ascomycota,Dothideomycetes,Dothideales,Dothideaceae,NA,Ascomycota,Dothideomycetes,Dothideales,Aureobasidiaceae,Aureobasidium,Pathotroph,Plant Pathogen,NA,NA,NA,NA,NA,0,Ascomycota,Dothideomycetes,Dothideales,Dothideaceae,NA
Otu344,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Hypoxylon,Ascomycota,Sordariomycetes,Xylariales,Microdochiaceae,Microdochium,Pathotroph,Plant Pathogen,NA,NA,NA,NA,NA,0.13,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Hypoxylon
Otu2066,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Hypoxylon,Ascomycota,Sordariomycetes,Xylariales,Microdochiaceae,Microdochium,Pathotroph,Plant Pathogen,Ascomycota,Sordariomycetes,Xylariales,NA,NA,0.33,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Hypoxylon
Otu852,Ascomycota,Dothideomycetes,Tubeufiales,Tubeufiaceae,NA,Ascomycota,Dothideomycetes,Tubeufiales,Tubeufiaceae,Tubeufia,Saprotroph,Undefined Saprotroph,NA,NA,NA,NA,NA,0,Ascomycota,Dothideomycetes,Tubeufiales,Tubeufiaceae,NA
Otu2512,Ascomycota,Dothideomycetes,Tubeufiales,Tubeufiaceae,Tubeufia,Ascomycota,Dothideomycetes,Tubeufiales,Tubeufiaceae,Tubeufia,Saprotroph,Undefined Saprotroph,Ascomycota,NA,NA,NA,NA,0.2,Ascomycota,Dothideomycetes,Tubeufiales,Tubeufiaceae,Tubeufia
Otu515,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,NA,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Exophiala,Pathotroph-Saprotroph,Animal Pathogen-Undefined Saprotroph,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,NA,0.1,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,NA
Otu739,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,NA,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Exophiala,Pathotroph,Animal Pathogen,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,NA,0.1,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,NA
Otu885,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,NA,Ascomycota,Eurotiomycetes,Chaetothyriales,unclassified,Neophaeococcomyces,0,0,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,NA,0.01,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,NA
Otu1137,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,NA,Ascomycota,Eurotiomycetes,Chaetothyriales,Cyphellophoraceae,Cyphellophora,Pathotroph-Saprotroph,Animal Pathogen-Undefined Saprotroph,Ascomycota,Eurotiomycetes,Chaetothyriales,NA,NA,0.03,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,NA
Otu2803,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,NA,Ascomycota,Eurotiomycetes,Chaetothyriales,Cyphellophoraceae,Cyphellophora,Pathotroph-Saprotroph,Animal Pathogen-Undefined Saprotroph,Ascomycota,NA,NA,NA,NA,0.32,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,NA
Otu2968,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,NA,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Exophiala,Pathotroph,Animal Pathogen,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,NA,0.2,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,NA
Otu3270,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,NA,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Exophiala,Pathotroph-Saprotroph,Animal Pathogen-Undefined Saprotroph,Ascomycota,Eurotiomycetes,Chaetothyriales,NA,NA,0,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,NA
Otu3187,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Paraphoma,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Phaeosphaeria,Saprotroph,Undefined Saprotroph,NA,NA,NA,NA,NA,0,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Paraphoma
Otu590,Ascomycota,Dothideomycetes,Dothideales,Aureobasidiaceae,Aureobasidium,Ascomycota,Dothideomycetes,Dothideales,Aureobasidiaceae,Aureobasidium,Pathotroph,Plant Pathogen,Ascomycota,NA,NA,NA,NA,0.02,Ascomycota,Dothideomycetes,Dothideales,Aureobasidiaceae,Aureobasidium
Otu281,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,NA,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Sphaeropsis,Pathotroph,Plant Pathogen,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,NA,0.47,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,NA
Otu1024,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Macrophomina,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Macrophomina,Pathotroph-Symbiotroph,Endophyte-Plant Pathogen,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Macrophomina,0.78,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,NA
Otu1267,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,NA,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Diplodia,Pathotroph-Saprotroph-Symbiotroph,Epiphyte-Plant Pathogen-Wood Saprotroph,Ascomycota,NA,NA,NA,NA,0.26,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,NA
Otu1332,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Sphaeropsis,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Sphaeropsis,Pathotroph,Plant Pathogen,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Sphaeropsis,0.82,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,NA
Otu1371,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,NA,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Sphaeropsis,Pathotroph,Plant Pathogen,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,NA,0.69,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,NA
Otu1723,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,NA,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Sphaeropsis,Pathotroph,Plant Pathogen,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,NA,0.4,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,NA
Otu2599,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,NA,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Dothiorella,Pathotroph,Plant Pathogen,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,NA,0.53,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,NA
Otu167,Ascomycota,Dothideomycetes,Pleosporales,Didymosphaeriaceae,Deniquelata,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Acrodontium,Pathotroph,Plant Pathogen,Ascomycota,Dothideomycetes,Pleosporales,Didymosphaeriaceae,Deniquelata,1,Ascomycota,Dothideomycetes,Pleosporales,Didymosphaeriaceae,Deniquelata
Otu680,Ascomycota,Dothideomycetes,Pleosporales,Didymosphaeriaceae,Deniquelata,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Acrodontium,Pathotroph,Plant Pathogen,Ascomycota,Dothideomycetes,Pleosporales,Didymosphaeriaceae,Deniquelata,0.79,Ascomycota,Dothideomycetes,Pleosporales,Didymosphaeriaceae,Deniquelata
Otu753,Ascomycota,Dothideomycetes,Myriangiales,Elsinoaceae,Elsinoe,Ascomycota,Dothideomycetes,Dothideales,Aureobasidiaceae,Aureobasidium,Pathotroph,Plant Pathogen,Ascomycota,Dothideomycetes,Myriangiales,Elsinoaceae,NA,0,Ascomycota,Dothideomycetes,Myriangiales,Elsinoaceae,Elsinoe
Otu1222,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Comoclathris,Saprotroph,Undefined Saprotroph,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,0,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria
Otu35,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,Orbilia,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,Arthrobotrys,Saprotroph,Undefined Saprotroph,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,Orbilia,0.44,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,NA
Otu444,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,Orbilia,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Candida,Pathotroph,Animal Pathogen,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,Orbilia,0.02,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,NA
Otu2097,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,Orbilia,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,Arthrobotrys,Saprotroph,Undefined Saprotroph,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,Orbilia,0.72,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,NA
Otu2521,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,NA,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,Arthrobotrys,Saprotroph,Undefined Saprotroph,Ascomycota,NA,NA,NA,NA,0.03,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,NA
Otu2604,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,Orbilia,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,Arthrobotrys,Saprotroph,Undefined Saprotroph,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,Orbilia,0.07,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,NA
Otu2754,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,NA,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,Arthrobotrys,Saprotroph,Undefined Saprotroph,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,NA,0.22,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,NA
Otu3158,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,Orbilia,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,Arthrobotrys,Saprotroph,Undefined Saprotroph,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,Orbilia,0.77,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,NA
Otu3261,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,Orbilia,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,Ascobolus,Saprotroph,Dung Saprotroph-Wood Saprotroph,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,Orbilia,0.19,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,NA
Otu382,Ascomycota,Dothideomycetes,Pleosporales,Didymosphaeriaceae,Tremateia,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Pathotroph-Symbiotroph,Endophyte-Plant Pathogen,Ascomycota,NA,NA,NA,NA,0,Ascomycota,Dothideomycetes,Pleosporales,Didymosphaeriaceae,Tremateia
Otu508,Ascomycota,Dothideomycetes,Pleosporales,Didymosphaeriaceae,Tremateia,Ascomycota,Dothideomycetes,Pleosporales,Didymosphaeriaceae,Pseudocamarosporium,0,0,Ascomycota,Dothideomycetes,NA,NA,NA,0.01,Ascomycota,Dothideomycetes,Pleosporales,Didymosphaeriaceae,Tremateia
Otu530,Ascomycota,Dothideomycetes,Pleosporales,Didymosphaeriaceae,Tremateia,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Pathotroph-Saprotroph-Symbiotroph,Animal Pathogen-Endophyte-Plant Pathogen-Wood Saprotroph,Ascomycota,Dothideomycetes,Pleosporales,Didymosphaeriaceae,Kalmusia,0,Ascomycota,Dothideomycetes,Pleosporales,Didymosphaeriaceae,Tremateia
Otu536,Ascomycota,Dothideomycetes,Pleosporales,Didymosphaeriaceae,Tremateia,Ascomycota,Dothideomycetes,Pleosporales,Didymosphaeriaceae,Pseudocamarosporium,0,0,Ascomycota,Dothideomycetes,NA,NA,NA,0.01,Ascomycota,Dothideomycetes,Pleosporales,Didymosphaeriaceae,Tremateia
Otu1216,Ascomycota,Dothideomycetes,Pleosporales,Didymosphaeriaceae,Tremateia,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Curvularia,Pathotroph,Plant Pathogen,Ascomycota,Dothideomycetes,NA,NA,NA,0.01,Ascomycota,Dothideomycetes,Pleosporales,Didymosphaeriaceae,Tremateia
Otu1402,Ascomycota,Dothideomycetes,Pleosporales,Didymosphaeriaceae,Tremateia,Ascomycota,Dothideomycetes,Pleosporales,Didymosphaeriaceae,Pseudocamarosporium,0,0,Ascomycota,NA,NA,NA,NA,0,Ascomycota,Dothideomycetes,Pleosporales,Didymosphaeriaceae,Tremateia
Otu1937,Ascomycota,Dothideomycetes,Pleosporales,Didymosphaeriaceae,Tremateia,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Pathotroph-Saprotroph-Symbiotroph,Animal Pathogen-Endophyte-Plant Pathogen-Wood Saprotroph,Ascomycota,Dothideomycetes,NA,NA,NA,0,Ascomycota,Dothideomycetes,Pleosporales,Didymosphaeriaceae,Tremateia
Otu2035,Ascomycota,Dothideomycetes,Pleosporales,Didymosphaeriaceae,Tremateia,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Pathotroph-Saprotroph-Symbiotroph,Animal Pathogen-Endophyte-Plant Pathogen-Wood Saprotroph,Ascomycota,Dothideomycetes,NA,NA,NA,0.02,Ascomycota,Dothideomycetes,Pleosporales,Didymosphaeriaceae,Tremateia
Otu2430,Ascomycota,Dothideomycetes,Pleosporales,Didymosphaeriaceae,Tremateia,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Curvularia,Pathotroph,Plant Pathogen,Ascomycota,Dothideomycetes,NA,NA,NA,0.01,Ascomycota,Dothideomycetes,Pleosporales,Didymosphaeriaceae,Tremateia
Otu2665,Ascomycota,Dothideomycetes,Pleosporales,Didymosphaeriaceae,Tremateia,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Pathotroph-Saprotroph-Symbiotroph,Animal Pathogen-Endophyte-Plant Pathogen-Wood Saprotroph,Ascomycota,Dothideomycetes,Pleosporales,Didymosphaeriaceae,Kalmusia,0,Ascomycota,Dothideomycetes,Pleosporales,Didymosphaeriaceae,Tremateia
Otu3442,Ascomycota,Dothideomycetes,Pleosporales,Didymosphaeriaceae,Tremateia,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Pathotroph-Saprotroph-Symbiotroph,Animal Pathogen-Endophyte-Plant Pathogen-Wood Saprotroph,Ascomycota,Dothideomycetes,NA,NA,NA,0.03,Ascomycota,Dothideomycetes,Pleosporales,Didymosphaeriaceae,Tremateia
Otu801,Ascomycota,Sordariomycetes,NA,NA,Thyronectria,Ascomycota,Sordariomycetes,Coniochaetales,Coniochaetaceae,Coniochaeta,Pathotroph,Lichen Parasite,Ascomycota,NA,NA,NA,NA,0.01,Ascomycota,Sordariomycetes,NA,NA,Thyronectria
Otu1835,Ascomycota,Pezizomycetes,Pezizales,Ascodesmidaceae,Eleutherascus,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Tricharina,Saprotroph,Undefined Saprotroph,Ascomycota,NA,NA,NA,NA,0.04,Ascomycota,Pezizomycetes,Pezizales,Ascodesmidaceae,Eleutherascus
Otu1021,Ascomycota,Dothideomycetes,Tubeufiales,Tubeufiaceae,NA,Ascomycota,Dothideomycetes,Tubeufiales,Tubeufiaceae,Tubeufia,Saprotroph,Undefined Saprotroph,NA,NA,NA,NA,NA,0.01,Ascomycota,Dothideomycetes,Tubeufiales,Tubeufiaceae,NA
Otu1084,Ascomycota,Dothideomycetes,Tubeufiales,Tubeufiaceae,NA,Ascomycota,Dothideomycetes,Tubeufiales,Tubeufiaceae,Tubeufia,Saprotroph,Undefined Saprotroph,NA,NA,NA,NA,NA,0,Ascomycota,Dothideomycetes,Tubeufiales,Tubeufiaceae,NA
Otu2030,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,Arthrobotrys,Ascomycota,Lecanoromycetes,Teloschistales,Teloschistaceae,Rusavskia,Symbiotroph,Lichenized,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,Arthrobotrys,1,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,Dactylellina
Otu3246,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,Dactylellina,Ascomycota,Lecanoromycetes,Teloschistales,Teloschistaceae,Rusavskia,Symbiotroph,Lichenized,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,Orbilia,0.06,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,Dactylellina
Otu3412,Ascomycota,Dothideomycetes,Tubeufiales,Tubeufiaceae,Helicoma,Ascomycota,Dothideomycetes,Tubeufiales,Tubeufiaceae,Tubeufia,Saprotroph,Undefined Saprotroph,NA,NA,NA,NA,NA,0,Ascomycota,Dothideomycetes,Tubeufiales,Tubeufiaceae,Helicoma
Otu975,Ascomycota,Eurotiomycetes,Chaetothyriales,Trichomeriaceae,Trichomerium,Ascomycota,Eurotiomycetes,Verrucariales,Verrucariaceae,Staurothele,Symbiotroph,Lichenized,Ascomycota,NA,NA,NA,NA,0.01,Ascomycota,Eurotiomycetes,Chaetothyriales,Trichomeriaceae,Trichomerium
Otu1576,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,Orbilia,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,Arthrobotrys,Saprotroph,Undefined Saprotroph,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,Orbilia,0.08,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,NA
Otu1512,Ascomycota,Sordariomycetes,Phyllachorales,Phyllachoraceae,Phyllachora,Ascomycota,Sordariomycetes,Sordariales,Cephalothecaceae,Phialemonium,Pathotroph,Animal Pathogen,NA,NA,NA,NA,NA,0.02,Ascomycota,Sordariomycetes,Phyllachorales,Phyllachoraceae,Phyllachora
Otu1065,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Phaeosphaeria,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Parastagonospora,0,0,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Phaeosphaeria,0,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Phaeosphaeria
Otu2586,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Phaeosphaeria,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Comoclathris,Saprotroph,Undefined Saprotroph,NA,NA,NA,NA,NA,0.1,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Phaeosphaeria
Otu230,Ascomycota,Lecanoromycetes,Ostropales,Stictidaceae,Cyanodermella,Ascomycota,Eurotiomycetes,Verrucariales,Verrucariaceae,Wahlenbergiella,Symbiotroph,Lichenized,Ascomycota,NA,NA,NA,NA,0.27,Ascomycota,Lecanoromycetes,Ostropales,Stictidaceae,Cyanodermella
Otu712,Ascomycota,Lecanoromycetes,Ostropales,Stictidaceae,Cyanodermella,Ascomycota,Leotiomycetes,Phacidiales,Phacidiaceae,Phacidium,Pathotroph,Plant Pathogen,Ascomycota,NA,NA,NA,NA,0.1,Ascomycota,Lecanoromycetes,Ostropales,Stictidaceae,Cyanodermella
Otu1304,Ascomycota,Lecanoromycetes,Ostropales,Stictidaceae,Cyanodermella,Ascomycota,Eurotiomycetes,Coryneliales,Coryneliaceae,Caliciopsis,Pathotroph,Plant Pathogen,Ascomycota,NA,NA,NA,NA,0.27,Ascomycota,Lecanoromycetes,Ostropales,Stictidaceae,Cyanodermella
Otu3399,Ascomycota,Lecanoromycetes,Ostropales,Stictidaceae,Cyanodermella,Ascomycota,Leotiomycetes,Helotiales,Rutstroemiaceae,Lambertella,Saprotroph,Undefined Saprotroph,NA,NA,NA,NA,NA,0.07,Ascomycota,Lecanoromycetes,Ostropales,Stictidaceae,Cyanodermella
Otu946,Ascomycota,Leotiomycetes,Erysiphales,Erysiphaceae,Phyllactinia,Ascomycota,Leotiomycetes,Helotiales,Leotiaceae,Leotia,Saprotroph,Undefined Saprotroph,Ascomycota,Leotiomycetes,Erysiphales,Erysiphaceae,NA,0,Ascomycota,Leotiomycetes,Erysiphales,Erysiphaceae,Phyllactinia
Otu3359,Ascomycota,Leotiomycetes,Erysiphales,Erysiphaceae,Phyllactinia,Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,Protounguicularia,Pathotroph,Lichen Parasite,Ascomycota,Leotiomycetes,NA,NA,NA,0.08,Ascomycota,Leotiomycetes,Erysiphales,Erysiphaceae,Phyllactinia
Otu562,Ascomycota,NA,NA,NA,Helminthosporium,Ascomycota,Dothideomycetes,Pleosporales,Thyridariaceae,Parathyridaria,0,0,NA,NA,NA,NA,NA,0.06,Ascomycota,NA,NA,NA,Helminthosporium
Otu1292,Ascomycota,NA,NA,NA,Helminthosporium,Ascomycota,Dothideomycetes,Pleosporales,Thyridariaceae,Parathyridaria,0,0,Ascomycota,NA,NA,NA,NA,0,Ascomycota,NA,NA,NA,Helminthosporium
Otu1787,Ascomycota,Sordariomycetes,NA,NA,Phomatospora,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Thyronectria,0,0,NA,NA,NA,NA,NA,0.51,Ascomycota,Sordariomycetes,NA,NA,Phomatospora
Otu2143,Ascomycota,Sordariomycetes,Phomatosporales,Phomatosporaceae,Phomatospora,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum,Pathotroph-Symbiotroph,Endophyte-Plant Pathogen,Ascomycota,Sordariomycetes,Phomatosporales,Phomatosporaceae,Phomatospora,1,Ascomycota,Sordariomycetes,NA,NA,Phomatospora
Otu2306,Ascomycota,Sordariomycetes,Phomatosporales,Phomatosporaceae,Phomatospora,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Thyronectria,0,0,Ascomycota,Sordariomycetes,Microascales,NA,NA,0.04,Ascomycota,Sordariomycetes,NA,NA,Phomatospora
Otu899,Ascomycota,Eurotiomycetes,NA,NA,NA,Ascomycota,Eurotiomycetes,Phaeomoniellales,unclassified,Dolabra,0,0,Ascomycota,NA,NA,NA,NA,0.16,Ascomycota,Eurotiomycetes,NA,NA,NA
Otu1053,Ascomycota,Eurotiomycetes,NA,NA,NA,Ascomycota,Eurotiomycetes,Chaetothyriales,Trichomeriaceae,Knufia,Pathotroph,Lichen Parasite,Ascomycota,Eurotiomycetes,Chaetothyriales,NA,NA,0.03,Ascomycota,Eurotiomycetes,NA,NA,NA
Otu1586,Ascomycota,Eurotiomycetes,NA,NA,NA,Ascomycota,Eurotiomycetes,Chaetothyriales,Cyphellophoraceae,Cyphellophora,Pathotroph-Saprotroph,Animal Pathogen-Undefined Saprotroph,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,NA,0.04,Ascomycota,Eurotiomycetes,NA,NA,NA
Otu2312,Ascomycota,Eurotiomycetes,NA,NA,NA,Ascomycota,Eurotiomycetes,Chaetothyriales,Cyphellophoraceae,Cyphellophora,Pathotroph-Saprotroph,Animal Pathogen-Undefined Saprotroph,Ascomycota,Eurotiomycetes,Chaetothyriales,NA,NA,0.03,Ascomycota,Eurotiomycetes,NA,NA,NA
Otu3255,Ascomycota,Eurotiomycetes,NA,NA,NA,Ascomycota,Eurotiomycetes,Phaeomoniellales,unclassified,Dolabra,0,0,Ascomycota,NA,NA,NA,NA,0.2,Ascomycota,Eurotiomycetes,NA,NA,NA
Otu150,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,NA,Ascomycota,Dothideomycetes,unclassified,unclassified,unclassified,0,0,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,NA,0.44,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,NA
Otu235,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Rachicladosporium,Ascomycota,Dothideomycetes,unclassified,unclassified,unclassified,0,0,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Rachicladosporium,0.82,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,NA
Otu994,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Rachicladosporium,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Rachicladosporium,0,0,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Rachicladosporium,0.99,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,NA
Otu2413,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Rachicladosporium,Ascomycota,Dothideomycetes,unclassified,unclassified,unclassified,0,0,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Rachicladosporium,0.93,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,NA
Otu495,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,Dactylellina,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,Arthrobotrys,Saprotroph,Undefined Saprotroph,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,Orbilia,0.04,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,Dactylellina
Otu516,Ascomycota,Dothideomycetes,Pleosporales,Lentitheciaceae,NA,Ascomycota,Dothideomycetes,Pleosporales,Lentitheciaceae,Darksidea,0,0,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,0.54,Ascomycota,Dothideomycetes,Pleosporales,Lentitheciaceae,NA
Otu655,Ascomycota,Dothideomycetes,Pleosporales,Lentitheciaceae,Darksidea,Ascomycota,Dothideomycetes,Pleosporales,Lentitheciaceae,Darksidea,0,0,Ascomycota,Dothideomycetes,Pleosporales,Lentitheciaceae,Darksidea,0.78,Ascomycota,Dothideomycetes,Pleosporales,Lentitheciaceae,NA
