Otu,Phylum.consensus,Class.consensus,Order.consensus,Family.consensus,Genus.consensus,Phylum-TBAS,Class-TBAS,Order-TBAS,Family-TBAS,Genus-TBAS,Trophic mode,Guild,Phylum.unite,Class.unite,Order.unite,Family.unite,Genus.unite,confidence.unite,Phylum.ncbi,Class.ncbi,Order.ncbi,Family.ncbi,Genus.ncbi
Otu295,Ascomycota,Dothideomycetes,Capnodiales,NA,NA,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Acrodontium,Pathotroph,Plant Pathogen,Ascomycota,Dothideomycetes,Capnodiales,NA,NA,0.17,Ascomycota,NA,NA,NA,NA
Otu306,Ascomycota,Sordariomycetes,Sordariales,Sordariales_fam_Incertae_sedis,Staphylotrichum,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Botryotrichum,Saprotroph,Undefined Saprotroph,Ascomycota,Sordariomycetes,Sordariales,Sordariales_fam_Incertae_sedis,Staphylotrichum,0.78,Ascomycota,NA,NA,NA,NA
Otu309,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Curvularia,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Curvularia,Pathotroph,Plant Pathogen,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Curvularia,0.53,Ascomycota,NA,NA,NA,NA
Otu311,Ascomycota,Sordariomycetes,Hypocreales,NA,NA,Ascomycota,Sordariomycetes,Hypocreales,Stachybotryaceae,Myxospora,0,0,Ascomycota,Sordariomycetes,Hypocreales,NA,NA,0.11,Ascomycota,NA,NA,NA,NA
Otu316,Ascomycota,Sordariomycetes,Hypocreales,Niessliaceae,Niesslia,Ascomycota,Sordariomycetes,Hypocreales,Stachybotryaceae,Peethambara,Saprotroph,Undefined Saprotroph,Ascomycota,Sordariomycetes,Hypocreales,Niessliaceae,Niesslia,0,Ascomycota,NA,NA,NA,NA
Otu325,Ascomycota,Dothideomycetes,NA,NA,NA,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Curvularia,Pathotroph,Plant Pathogen,Ascomycota,Dothideomycetes,NA,NA,NA,0.55,Ascomycota,NA,NA,NA,NA
Otu326,Ascomycota,NA,NA,NA,NA,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Stephanonectria,Saprotroph,Undefined Saprotroph,NA,NA,NA,NA,NA,0.04,Ascomycota,NA,NA,NA,NA
Otu341,Ascomycota,Sordariomycetes,Hypocreales,Stachybotryaceae,Stachybotrys,Ascomycota,Sordariomycetes,Hypocreales,Stachybotryaceae,Stachybotrys,Saprotroph,Wood Saprotroph,Ascomycota,Sordariomycetes,Hypocreales,Stachybotryaceae,Stachybotrys,0.45,Ascomycota,NA,NA,NA,NA
Otu354,Ascomycota,Sordariomycetes,Xylariales,NA,NA,Ascomycota,Sordariomycetes,Xylariales,Amphisphaeriaceae,Lepteutypa,Pathotroph,Plant Pathogen,Ascomycota,Sordariomycetes,Xylariales,NA,NA,0.11,Ascomycota,NA,NA,NA,NA
Otu370,Ascomycota,NA,NA,NA,NA,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Acrodontium,Pathotroph,Plant Pathogen,NA,NA,NA,NA,NA,0.12,Ascomycota,NA,NA,NA,NA
Otu371,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Bipolaris,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Bipolaris,Pathotroph,Plant Pathogen,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Bipolaris,0.94,Ascomycota,NA,NA,NA,NA
Otu373,Ascomycota,Dothideomycetes,NA,NA,NA,Ascomycota,Dothideomycetes,Dothideales,Dothideaceae,Dothidea,Pathotroph-Saprotroph-Symbiotroph,Endophyte-Plant Pathogen-Undefined Saprotroph,Ascomycota,Dothideomycetes,NA,NA,NA,0.11,Ascomycota,NA,NA,NA,NA
Otu381,Ascomycota,NA,NA,NA,NA,Ascomycota,Sordariomycetes,Hypocreales,Cordycipitaceae,Simplicillium,Pathotroph,Animal Pathogen,NA,NA,NA,NA,NA,0.02,Ascomycota,NA,NA,NA,NA
Otu383,Ascomycota,Dothideomycetes,NA,NA,NA,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Curvularia,Pathotroph,Plant Pathogen,Ascomycota,Dothideomycetes,NA,NA,NA,0.11,Ascomycota,NA,NA,NA,NA
Otu390,Ascomycota,Dothideomycetes,Pleosporales,Periconiaceae,Periconia,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Comoclathris,Saprotroph,Undefined Saprotroph,Ascomycota,Dothideomycetes,Pleosporales,Periconiaceae,Periconia,1,Ascomycota,NA,NA,NA,NA
Otu422,Ascomycota,NA,NA,NA,NA,Ascomycota,Dothideomycetes,Pleosporales,Lentitheciaceae,Darksidea,0,0,NA,NA,NA,NA,NA,0.41,Ascomycota,NA,NA,NA,NA
Otu424,Ascomycota,Sordariomycetes,Hypocreales,Stachybotryaceae,NA,Ascomycota,Sordariomycetes,Hypocreales,Stachybotryaceae,Xenomyrothecium,0,0,Ascomycota,Sordariomycetes,Hypocreales,Stachybotryaceae,NA,0.51,Ascomycota,NA,NA,NA,NA
Otu462,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Stemphylium,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Paradendryphiella,Pathotroph,Plant Pathogen,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Stemphylium,0.38,Ascomycota,NA,NA,NA,NA
Otu471,Ascomycota,NA,NA,NA,NA,Ascomycota,Sordariomycetes,Hypocreales,Stachybotryaceae,Myxospora,0,0,NA,NA,NA,NA,NA,0,Ascomycota,NA,NA,NA,NA
Otu472,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Xenoteratosphaeria,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Acrodontium,Pathotroph,Plant Pathogen,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Xenoteratosphaeria,0.91,Ascomycota,NA,NA,NA,NA
Otu480,Ascomycota,NA,NA,NA,NA,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Subramaniula,Saprotroph,Undefined Saprotroph,NA,NA,NA,NA,NA,0.46,Ascomycota,NA,NA,NA,NA
Otu484,Ascomycota,NA,NA,NA,NA,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,Pathotroph,Plant Pathogen,Ascomycota,NA,NA,NA,NA,0.02,Ascomycota,NA,NA,NA,NA
Otu494,Ascomycota,Sordariomycetes,Xylariales,NA,NA,Ascomycota,Sordariomycetes,Xylariales,Amphisphaeriaceae,Discostroma,Pathotroph,Plant Pathogen,Ascomycota,Sordariomycetes,Xylariales,NA,NA,0.09,Ascomycota,NA,NA,NA,NA
Otu497,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,Ascomycota,Sordariomycetes,Diaporthales,Gnomoniaceae,Melanconis,Pathotroph,Plant Pathogen,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,0.61,Ascomycota,NA,NA,NA,NA
Otu509,Ascomycota,NA,NA,NA,NA,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Thyronectria,0,0,NA,NA,NA,NA,NA,0.06,Ascomycota,NA,NA,NA,NA
Otu525,Ascomycota,NA,NA,NA,NA,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,Pathotroph-Symbiotroph,Endophyte-Plant Pathogen,NA,NA,NA,NA,NA,0.07,Ascomycota,NA,NA,NA,NA
Otu539,Ascomycota,NA,NA,NA,NA,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Podospora,Saprotroph,Dung Saprotroph-Undefined Saprotroph,Ascomycota,NA,NA,NA,NA,0.47,Ascomycota,NA,NA,NA,NA
Otu542,Ascomycota,NA,NA,NA,NA,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Chlorociboria,0,0,Ascomycota,NA,NA,NA,NA,0,Ascomycota,NA,NA,NA,NA
Otu543,Ascomycota,NA,NA,NA,NA,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Chlorociboria,0,0,NA,NA,NA,NA,NA,0,Ascomycota,NA,NA,NA,NA
Otu559,Ascomycota,Leotiomycetes,Helotiales,NA,NA,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Chlorociboria,0,0,Ascomycota,Leotiomycetes,Helotiales,NA,NA,0,Ascomycota,NA,NA,NA,NA
Otu560,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,NA,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Myrtapenidiella,0,0,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,NA,0.43,Ascomycota,NA,NA,NA,NA
Otu577,Ascomycota,Dothideomycetes,Dothideales,NA,NA,Ascomycota,Dothideomycetes,Dothideales,Dothioraceae,Sydowia,Pathotroph,Plant Pathogen,Ascomycota,Dothideomycetes,Dothideales,NA,NA,0.38,Ascomycota,NA,NA,NA,NA
Otu583,Ascomycota,NA,NA,NA,NA,Ascomycota,Sordariomycetes,Hypocreales,Cordycipitaceae,Lecanicillium,Pathotroph,Animal Pathogen,NA,NA,NA,NA,NA,0.07,Ascomycota,NA,NA,NA,NA
Otu593,Ascomycota,NA,NA,NA,NA,Ascomycota,Sordariomycetes,Hypocreales,Cordycipitaceae,Torrubiella,Pathotroph,Animal Pathogen,NA,NA,NA,NA,NA,0.12,Ascomycota,NA,NA,NA,NA
Otu595,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Curvularia,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Curvularia,Pathotroph,Plant Pathogen,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Curvularia,0.49,Ascomycota,NA,NA,NA,NA
Otu603,Ascomycota,NA,NA,NA,NA,Ascomycota,Dothideomycetes,Pleosporales,Lentitheciaceae,Darksidea,0,0,NA,NA,NA,NA,NA,0.38,Ascomycota,NA,NA,NA,NA
Otu619,Ascomycota,Leotiomycetes,Helotiales,NA,NA,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Pathotroph-Saprotroph-Symbiotroph,Animal Pathogen-Endophyte-Plant Pathogen-Wood Saprotroph,Ascomycota,Leotiomycetes,Helotiales,NA,NA,0.04,Ascomycota,NA,NA,NA,NA
Otu621,Ascomycota,NA,NA,NA,NA,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,Pathotroph,Plant Pathogen,NA,NA,NA,NA,NA,0.05,Ascomycota,NA,NA,NA,NA
Otu622,Ascomycota,Dothideomycetes,Dothideales,Dothioraceae,NA,Ascomycota,Dothideomycetes,Dothideales,Dothioraceae,Dothiora,0,0,Ascomycota,Dothideomycetes,Dothideales,Dothioraceae,NA,0.08,Ascomycota,NA,NA,NA,NA
Otu635,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Bisifusarium,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,Pathotroph-Saprotroph-Symbiotroph,Animal Pathogen-Endophyte-Lichen Parasite-Plant Pathogen-Soil Saprotroph-Wood Saprotroph,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Bisifusarium,0.83,Ascomycota,NA,NA,NA,NA
Otu646,Ascomycota,NA,NA,NA,NA,Ascomycota,Lecanoromycetes,Ostropales,Stictidaceae,Sphaeropezia,Pathotroph,Lichen Parasite,NA,NA,NA,NA,NA,0.02,Ascomycota,NA,NA,NA,NA
Otu653,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Dichotomophthora,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Curvularia,Pathotroph,Plant Pathogen,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Dichotomophthora,0.71,Ascomycota,NA,NA,NA,NA
Otu659,Ascomycota,Sordariomycetes,Hypocreales,Stachybotryaceae,Stachybotrys,Ascomycota,Sordariomycetes,Hypocreales,Stachybotryaceae,Stachybotrys,Saprotroph,Wood Saprotroph,Ascomycota,Sordariomycetes,Hypocreales,Stachybotryaceae,Stachybotrys,0.9,Ascomycota,NA,NA,NA,NA
Otu665,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Curvularia,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Curvularia,Pathotroph,Plant Pathogen,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Curvularia,0.18,Ascomycota,NA,NA,NA,NA
Otu674,Ascomycota,Sordariomycetes,Xylariales,NA,NA,Ascomycota,Sordariomycetes,Xylariales,Microdochiaceae,Microdochium,Pathotroph,Plant Pathogen,Ascomycota,Sordariomycetes,Xylariales,NA,NA,0.01,Ascomycota,NA,NA,NA,NA
Otu679,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,Ascomycota,Sordariomycetes,Diaporthales,Gnomoniaceae,Melanconis,Pathotroph,Plant Pathogen,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,0.78,Ascomycota,NA,NA,NA,NA
Otu681,Ascomycota,Sordariomycetes,Diaporthales,NA,NA,Ascomycota,Sordariomycetes,Diaporthales,Gnomoniaceae,Melanconis,Pathotroph,Plant Pathogen,Ascomycota,Sordariomycetes,Diaporthales,NA,NA,0.48,Ascomycota,NA,NA,NA,NA
Otu691,Ascomycota,Dothideomycetes,NA,NA,NA,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Curvularia,Pathotroph,Plant Pathogen,Ascomycota,Dothideomycetes,NA,NA,NA,0.04,Ascomycota,NA,NA,NA,NA
Otu692,Ascomycota,NA,NA,NA,NA,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Chaetomidium,Saprotroph,Dung Saprotroph-Undefined Saprotroph,NA,NA,NA,NA,NA,0.08,Ascomycota,NA,NA,NA,NA
Otu706,Ascomycota,NA,NA,NA,NA,Ascomycota,Lecanoromycetes,Teloschistales,Teloschistaceae,Rusavskia,Symbiotroph,Lichenized,NA,NA,NA,NA,NA,0,Ascomycota,NA,NA,NA,NA
Otu727,Ascomycota,NA,NA,NA,NA,Ascomycota,Sordariomycetes,Hypocreales,Sarocladiaceae,Parasarocladium,0,0,NA,NA,NA,NA,NA,0.23,Ascomycota,NA,NA,NA,NA
Otu768,Ascomycota,NA,NA,NA,NA,Ascomycota,Dothideomycetes,Dothideales,Aureobasidiaceae,Aureobasidium,Pathotroph,Plant Pathogen,Ascomycota,NA,NA,NA,NA,0.05,Ascomycota,NA,NA,NA,NA
Otu785,Ascomycota,Sordariomycetes,Hypocreales,NA,NA,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Chaetopsina,0,0,Ascomycota,Sordariomycetes,Hypocreales,NA,NA,0.15,Ascomycota,NA,NA,NA,NA
Otu787,Ascomycota,Sordariomycetes,NA,NA,NA,Ascomycota,Sordariomycetes,Hypocreales,Clavicipitaceae,Hypocrella,0,0,Ascomycota,Sordariomycetes,NA,NA,NA,0.03,Ascomycota,NA,NA,NA,NA
Otu791,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Curvularia,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Curvularia,Pathotroph,Plant Pathogen,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Curvularia,0.84,Ascomycota,NA,NA,NA,NA
Otu818,Ascomycota,Sordariomycetes,Hypocreales,NA,NA,Ascomycota,Sordariomycetes,Ophiostomatales,Ophiostomataceae,Ophiostoma,Pathotroph,Plant Pathogen,Ascomycota,Sordariomycetes,Hypocreales,NA,NA,0.32,Ascomycota,NA,NA,NA,NA
Otu844,Ascomycota,Sordariomycetes,NA,NA,NA,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Xylaria,Saprotroph,Undefined Saprotroph,Ascomycota,Sordariomycetes,NA,NA,NA,0.04,Ascomycota,NA,NA,NA,NA
Otu854,Ascomycota,Sordariomycetes,NA,NA,NA,Ascomycota,Sordariomycetes,Lulworthiales,Lulworthiaceae,Lindra,Saprotroph,Undefined Saprotroph,Ascomycota,Sordariomycetes,NA,NA,NA,0.14,Ascomycota,NA,NA,NA,NA
Otu888,Ascomycota,NA,NA,NA,NA,Ascomycota,Dothideomycetes,Dothideales,Aureobasidiaceae,Aureobasidium,Pathotroph,Plant Pathogen,Ascomycota,NA,NA,NA,NA,0.03,Ascomycota,NA,NA,NA,NA
Otu896,Ascomycota,Sordariomycetes,Xylariales,NA,NA,Ascomycota,Sordariomycetes,Xylariales,Amphisphaeriaceae,Discostroma,Pathotroph,Plant Pathogen,Ascomycota,Sordariomycetes,Xylariales,NA,NA,0.22,Ascomycota,NA,NA,NA,NA
Otu903,Ascomycota,NA,NA,NA,NA,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Chlorociboria,0,0,Ascomycota,NA,NA,NA,NA,0.01,Ascomycota,NA,NA,NA,NA
Otu921,Ascomycota,Sordariomycetes,Hypocreales,NA,NA,Ascomycota,Sordariomycetes,Hypocreales,Bionectriaceae,Hydropisphaera,Saprotroph,Undefined Saprotroph,Ascomycota,Sordariomycetes,Hypocreales,NA,NA,0.16,Ascomycota,NA,NA,NA,NA
Otu936,Ascomycota,NA,NA,NA,NA,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Cosmospora,0,0,NA,NA,NA,NA,NA,0.04,Ascomycota,NA,NA,NA,NA
Otu1018,Ascomycota,Sordariomycetes,NA,NA,NA,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Ovatospora,0,0,Ascomycota,Sordariomycetes,NA,NA,NA,0.16,Ascomycota,NA,NA,NA,NA
Otu1025,Ascomycota,NA,NA,NA,NA,Ascomycota,Sordariomycetes,Hypocreales,unclassified,Acremonium,Pathotroph-Saprotroph-Symbiotroph,Animal Pathogen-Endophyte-Fungal Parasite-Plant Pathogen-Wood Saprotroph,NA,NA,NA,NA,NA,0.12,Ascomycota,NA,NA,NA,NA
Otu1040,Ascomycota,Sordariomycetes,Sordariales,Cephalothecaceae,NA,Ascomycota,Sordariomycetes,Atractosporales,Atractosporaceae,Atractospora,0,0,Ascomycota,Sordariomycetes,Sordariales,Cephalothecaceae,NA,0.01,Ascomycota,NA,NA,NA,NA
Otu1052,Ascomycota,Sordariomycetes,Hypocreales,NA,NA,Ascomycota,Sordariomycetes,Hypocreales,Ophiocordycipitaceae,Tolypocladium,Pathotroph-Symbiotroph,Animal Pathogen-Clavicipitaceous Endophyte-Fungal Parasite,Ascomycota,Sordariomycetes,Hypocreales,NA,NA,0.03,Ascomycota,NA,NA,NA,NA
Otu1086,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Gibbago,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Paradendryphiella,Pathotroph,Plant Pathogen,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Gibbago,0.84,Ascomycota,NA,NA,NA,NA
Otu1123,Ascomycota,NA,NA,NA,NA,Ascomycota,Xylonomycetes,Xylonomycetales,Xylonomycetaceae,Xylona,Symbiotroph,Endophyte,NA,NA,NA,NA,NA,0,Ascomycota,NA,NA,NA,NA
Otu1145,Ascomycota,Sordariomycetes,Xylariales,NA,NA,Ascomycota,Sordariomycetes,Xylariales,Amphisphaeriaceae,Discostroma,Pathotroph,Plant Pathogen,Ascomycota,Sordariomycetes,Xylariales,NA,NA,0.17,Ascomycota,NA,NA,NA,NA
Otu1146,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,NA,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Exserohilum,Pathotroph,Plant Pathogen,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,NA,0.31,Ascomycota,NA,NA,NA,NA
Otu1157,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Retroconis,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Subramaniula,Saprotroph,Undefined Saprotroph,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Retroconis,1,Ascomycota,NA,NA,NA,NA
Otu1158,Ascomycota,Sordariomycetes,Xylariales,Bartaliniaceae,Bartalinia,Ascomycota,Sordariomycetes,Xylariales,Amphisphaeriaceae,Discostroma,Pathotroph,Plant Pathogen,Ascomycota,Sordariomycetes,Xylariales,Bartaliniaceae,Bartalinia,0.91,Ascomycota,NA,NA,NA,NA
Otu1161,Ascomycota,NA,NA,NA,NA,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,Cladonia,Symbiotroph,Lichenized,NA,NA,NA,NA,NA,0.01,Ascomycota,NA,NA,NA,NA
Otu1172,Ascomycota,NA,NA,NA,NA,Ascomycota,Sordariomycetes,Hypocreales,Sarocladiaceae,Parasarocladium,0,0,NA,NA,NA,NA,NA,0.11,Ascomycota,NA,NA,NA,NA
Otu1175,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,Pathotroph-Symbiotroph,Endophyte-Plant Pathogen,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,0.37,Ascomycota,NA,NA,NA,NA
Otu1188,Ascomycota,Sordariomycetes,Xylariales,Bartaliniaceae,Bartalinia,Ascomycota,Sordariomycetes,Xylariales,Amphisphaeriaceae,Discostroma,Pathotroph,Plant Pathogen,Ascomycota,Sordariomycetes,Xylariales,Bartaliniaceae,Bartalinia,0.99,Ascomycota,NA,NA,NA,NA
Otu1196,Ascomycota,NA,NA,NA,NA,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,Pathotroph-Saprotroph-Symbiotroph,Animal Pathogen-Endophyte-Lichen Parasite-Plant Pathogen-Soil Saprotroph-Wood Saprotroph,Ascomycota,NA,NA,NA,NA,0,Ascomycota,NA,NA,NA,NA
Otu1214,Ascomycota,Sordariomycetes,Hypocreales,NA,NA,Ascomycota,Sordariomycetes,Xylariales,Microdochiaceae,Microdochium,Pathotroph,Plant Pathogen,Ascomycota,Sordariomycetes,Hypocreales,NA,NA,0.01,Ascomycota,NA,NA,NA,NA
Otu1221,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Pathotroph-Saprotroph-Symbiotroph,Animal Pathogen-Endophyte-Plant Pathogen-Wood Saprotroph,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,0.17,Ascomycota,NA,NA,NA,NA
Otu1234,Ascomycota,Dothideomycetes,Pleosporales,Periconiaceae,NA,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Cladophialophora,Pathotroph,Lichen Parasite,Ascomycota,Dothideomycetes,Pleosporales,Periconiaceae,NA,0.46,Ascomycota,NA,NA,NA,NA
Otu1243,Ascomycota,NA,NA,NA,NA,Ascomycota,Lecanoromycetes,Ostropales,Stictidaceae,Sphaeropezia,Pathotroph,Lichen Parasite,Ascomycota,NA,NA,NA,NA,0.02,Ascomycota,NA,NA,NA,NA
Otu1265,Ascomycota,Sordariomycetes,Hypocreales,Clavicipitaceae,NA,Ascomycota,Sordariomycetes,Hypocreales,Clavicipitaceae,Pochonia,Pathotroph,Animal Pathogen,Ascomycota,Sordariomycetes,Hypocreales,Clavicipitaceae,NA,0.16,Ascomycota,NA,NA,NA,NA
Otu1273,Ascomycota,Dothideomycetes,Dothideales,Aureobasidiaceae,NA,Ascomycota,Dothideomycetes,Dothideales,Aureobasidiaceae,Aureobasidium,Pathotroph,Plant Pathogen,Ascomycota,Dothideomycetes,Dothideales,Aureobasidiaceae,NA,0.05,Ascomycota,NA,NA,NA,NA
Otu1278,Ascomycota,Dothideomycetes,Pleosporales,Massarinaceae,NA,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Cladophialophora,Pathotroph,Lichen Parasite,Ascomycota,Dothideomycetes,Pleosporales,Massarinaceae,NA,0.17,Ascomycota,NA,NA,NA,NA
Otu1295,Ascomycota,NA,NA,NA,NA,Ascomycota,Sordariomycetes,Hypocreales,unclassified,Acremonium,Pathotroph,Animal Pathogen,NA,NA,NA,NA,NA,0.33,Ascomycota,NA,NA,NA,NA
Otu1297,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Scytalidium,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Escovopsis,0,0,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Scytalidium,0.97,Ascomycota,NA,NA,NA,NA
Otu1308,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,NA,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Paradendryphiella,Pathotroph,Plant Pathogen,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,NA,0.53,Ascomycota,NA,NA,NA,NA
Otu1318,Ascomycota,Sordariomycetes,Hypocreales,Clavicipitaceae,NA,Ascomycota,Sordariomycetes,Hypocreales,Clavicipitaceae,Conoideocrella,0,0,Ascomycota,Sordariomycetes,Hypocreales,Clavicipitaceae,NA,0.01,Ascomycota,NA,NA,NA,NA
Otu1321,Ascomycota,Sordariomycetes,Hypocreales,NA,NA,Ascomycota,Sordariomycetes,Hypocreales,Ophiocordycipitaceae,Ophiocordyceps,Pathotroph-Symbiotroph,Endophyte-Insect Pathogen,Ascomycota,Sordariomycetes,Hypocreales,NA,NA,0.53,Ascomycota,NA,NA,NA,NA
Otu1333,Ascomycota,Sordariomycetes,Sordariales,NA,NA,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Humicola,0,0,Ascomycota,Sordariomycetes,Sordariales,NA,NA,0.06,Ascomycota,NA,NA,NA,NA
Otu1339,Ascomycota,NA,NA,NA,NA,Ascomycota,Sordariomycetes,Xylariales,Microdochiaceae,Microdochium,Pathotroph,Plant Pathogen,NA,NA,NA,NA,NA,0.08,Ascomycota,NA,NA,NA,NA
Otu1340,Ascomycota,NA,NA,NA,NA,Ascomycota,Dothideomycetes,Dothideales,Aureobasidiaceae,Aureobasidium,Pathotroph,Plant Pathogen,NA,NA,NA,NA,NA,0.05,Ascomycota,NA,NA,NA,NA
Otu1344,Ascomycota,NA,NA,NA,NA,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Zymochalara,0,0,Ascomycota,NA,NA,NA,NA,0.07,Ascomycota,NA,NA,NA,NA
Otu1346,Ascomycota,Sordariomycetes,Hypocreales,NA,NA,Ascomycota,Sordariomycetes,Hypocreales,Stachybotryaceae,Striaticonidium,0,0,Ascomycota,Sordariomycetes,Hypocreales,NA,NA,0.06,Ascomycota,NA,NA,NA,NA
Otu1353,Ascomycota,Sordariomycetes,Hypocreales,Stachybotryaceae,NA,Ascomycota,Sordariomycetes,Hypocreales,Stachybotryaceae,Stachybotrys,Saprotroph,Wood Saprotroph,Ascomycota,Sordariomycetes,Hypocreales,Stachybotryaceae,NA,0.23,Ascomycota,NA,NA,NA,NA
Otu1374,Ascomycota,Sordariomycetes,Hypocreales,NA,NA,Ascomycota,Sordariomycetes,Hypocreales,Ophiocordycipitaceae,Polycephalomyces,Pathotroph,Fungal Parasite,Ascomycota,Sordariomycetes,Hypocreales,NA,NA,0.21,Ascomycota,NA,NA,NA,NA
Otu1377,Ascomycota,NA,NA,NA,NA,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Chaetomium,Saprotroph,Wood Saprotroph,NA,NA,NA,NA,NA,0.08,Ascomycota,NA,NA,NA,NA
